datetime,avg_temp,dew,humidity,sealevelpressure,winddir,solarradiation,windspeed,precipprob,preciptype,max_temperature,Intensity,region,Flood Risk
26-08-2020,28.3,25.2,83.3,1008.6,217.8,264.7,23,100,1,,,Mumbai,0
27-08-2020,28.5,25.1,82,1007.3,234.5,262.3,23,100,1,,,Mumbai,0
28-08-2020,26.4,25,92.5,1005.7,206.5,186.9,26,100,1,,,Mumbai,0
29-08-2020,26.1,25.2,95.2,1005.2,218,113.3,22.3,100,1,,,Mumbai,0
30-08-2020,26.3,25.1,93.3,1005.5,208,122.2,24.1,100,1,,,Mumbai,0
31-08-2020,27.3,25.2,88.6,1007.5,220,250.2,25.9,100,1,,,Mumbai,0
01-09-2020,27.4,25.1,87.2,1009,175.7,246.7,18.4,100,1,,,Mumbai,0
02-09-2020,28.5,25.7,85.5,1008.2,168,237.6,19.8,100,1,,,Mumbai,0
03-09-2020,29,25.5,82,1007.1,198.6,162.1,21.8,100,1,,,Mumbai,0
04-09-2020,29.7,25.6,79.1,1006.1,173.8,209.4,19,100,1,,,Mumbai,0
05-09-2020,30.1,26.7,82.6,1005.5,210.8,219.1,24.7,100,1,,,Mumbai,0
06-09-2020,30.4,27.5,84.8,1004.5,222.5,205,17.1,100,1,,,Mumbai,0
07-09-2020,28.7,25.6,83.4,1006.3,250.3,205.5,19.6,100,1,,,Mumbai,0
08-09-2020,29.7,25.6,79.3,1006.6,193.6,182.9,21.1,100,1,,,Mumbai,0
09-09-2020,30.1,26.8,82.6,1004.9,153.2,154.6,20.5,100,1,,,Mumbai,0
10-09-2020,29.6,26.1,81.5,1003.3,175.7,83.3,17.2,100,1,,,Mumbai,0
11-09-2020,28.9,25.9,84.4,1002.7,141.5,110.2,16.6,100,1,,,Mumbai,0
12-09-2020,28.2,25.4,85.2,1004.1,147,197.4,27,100,1,,,Mumbai,0
13-09-2020,28.3,25.3,84.4,1006.6,196.9,213.1,22.3,100,1,,,Mumbai,0
14-09-2020,27.6,25.1,86.8,1006.3,165.5,156.1,19.6,100,1,,,Mumbai,0
15-09-2020,27.7,25.2,86.5,1006.2,153.1,131.6,16.9,100,1,,,Mumbai,0
16-09-2020,27.7,25.7,88.9,1006.4,143,130.6,15.9,100,1,,,Mumbai,0
17-09-2020,27.3,25.5,90.2,1006.9,163.2,143.2,16.6,100,1,,,Mumbai,0
18-09-2020,27,25.3,90.4,1005.9,132.1,99.7,9.4,100,1,,,Mumbai,0
19-09-2020,27.4,26.1,92.7,1003.6,151.6,178.7,10,100,1,,,Mumbai,0
20-09-2020,28.9,25.4,82,1001.8,171.3,80.5,17.2,100,1,,,Mumbai,0
21-09-2020,28.1,26.3,90.4,1000.7,115.1,147.4,17.3,100,1,,,Mumbai,0
22-09-2020,26.7,25.8,95,1001.1,170.2,77.1,18.4,100,1,,,Mumbai,0
23-09-2020,26,25.7,98.2,1002.9,236.5,148.7,21.7,100,1,,,Mumbai,0
24-09-2020,27.4,25.8,91.6,1006.9,114.2,170.1,16.1,100,1,,,Mumbai,0
25-09-2020,28,25.6,86.9,1007.7,200,177.4,16.6,100,1,,,Mumbai,0
26-09-2020,29,24.2,75.7,1007.5,267.9,172.1,19.8,100,1,,,Mumbai,0
27-09-2020,28.7,24.5,79,1008.6,180.2,272.3,16.1,100,1,,,Mumbai,0
28-09-2020,28.5,24.6,79.9,1008.9,165,279.9,16.4,100,1,,,Mumbai,0
29-09-2020,28.8,24.6,78.5,1008.3,166.3,278.6,21.1,100,1,,,Mumbai,0
30-09-2020,28.9,24.5,77.9,1007.6,213.6,278.6,22.3,0,0,,,Mumbai,0
01-10-2020,29,24.3,76.2,1008.2,185.9,245.9,19.6,100,1,,,Mumbai,0
02-10-2020,29.2,25.4,80.5,1008,175.9,243.6,20.6,100,1,,,Mumbai,0
03-10-2020,28.8,26,85,1008,130.5,207.1,20.5,100,1,,,Mumbai,0
04-10-2020,27.2,24.8,87.2,1009.7,214.5,190.3,22.3,100,1,,,Mumbai,0
05-10-2020,28.5,25.5,83.8,1008.8,221.8,251.9,18.4,100,1,,,Mumbai,0
06-10-2020,29,25.6,82.3,1008.3,172.1,173.9,21.8,0,0,,,Mumbai,0
07-10-2020,30,25.6,77.6,1008.7,183.9,227.6,17.1,100,1,,,Mumbai,0
08-10-2020,29.9,26.4,81.6,1007.9,189.9,228,14.8,100,1,,,Mumbai,0
09-10-2020,31.1,24.9,70.9,1007,123.6,239.3,18.4,100,1,,,Mumbai,0
10-10-2020,30,26.2,80.9,1006.6,123.2,161.1,15.5,100,1,,,Mumbai,0
11-10-2020,29,26,84.2,1005.4,153.8,127.3,12.5,100,1,,,Mumbai,0
12-10-2020,29.3,26.3,84.3,1003.4,136.2,188,14.8,100,1,,,Mumbai,0
13-10-2020,29.5,27,87.1,1002.9,125.4,167.5,15.5,100,1,,,Mumbai,0
14-10-2020,28.5,26.3,88.2,1003,150.3,91.4,13,100,1,,,Mumbai,0
15-10-2020,27.4,26.2,93.7,1001.1,234.1,61.9,14.8,100,1,,,Mumbai,0
16-10-2020,29.1,24.8,78.5,1001.6,103.8,122.3,14.9,100,1,,,Mumbai,0
17-10-2020,29.1,23.7,72.7,1005.2,156.4,207,17,100,1,,,Mumbai,0
18-10-2020,28.7,24.5,78.7,1007.4,184.3,250.2,18.4,0,0,,,Mumbai,0
19-10-2020,28.9,25.8,83.5,1007.8,153,143.6,18.4,100,1,,,Mumbai,0
20-10-2020,29.6,26.8,85.7,1007.1,196.3,117.7,18.4,100,1,,,Mumbai,0
21-10-2020,29.6,26.4,83.7,1007.4,142,104.7,17.8,100,1,,,Mumbai,0
22-10-2020,28.9,26.2,85.7,1006.4,152.8,69.7,18.4,100,1,,,Mumbai,0
23-10-2020,29.1,25.3,80.2,1006.5,170.1,114.3,16.7,100,1,,,Mumbai,0
24-10-2020,29.5,26.7,85.5,1008.2,153.9,173.8,19.9,100,1,,,Mumbai,0
25-10-2020,29.6,26.1,81.9,1010,168.4,199.1,16.1,100,1,,,Mumbai,0
26-10-2020,29.6,23.9,72.7,1011,119.8,210.4,16.6,0,0,,,Mumbai,0
27-10-2020,29.9,20.3,58.2,1010.1,158.8,229.9,14.9,0,0,,,Mumbai,0
28-10-2020,29.6,22.3,65.6,1010.5,176,238.3,15.5,0,0,,,Mumbai,0
29-10-2020,29.3,23,69.7,1010.9,172.7,240.4,16.6,0,0,,,Mumbai,0
30-10-2020,29.6,22,65.6,1010.7,131.3,240.8,22.3,0,0,,,Mumbai,0
31-10-2020,29.1,19.4,58.2,1011,154.1,247.3,16,0,0,,,Mumbai,0
01-11-2020,28.9,18.8,56,1011.7,143.6,220,15.3,0,0,,,Mumbai,0
02-11-2020,29.7,21.5,62.9,1012,176.2,203.9,15.4,0,0,,,Mumbai,0
03-11-2020,29.8,21.1,60.8,1011.8,159.2,207,16.1,0,0,,,Mumbai,0
04-11-2020,29.8,19.8,57.6,1011.5,133.2,214.1,13,0,0,,,Mumbai,0
05-11-2020,29.5,17.9,51.9,1012.2,78.8,217.4,14.2,0,0,,,Mumbai,0
06-11-2020,29.3,16.2,47.4,1013.9,81,231.9,18.4,0,0,,,Mumbai,0
07-11-2020,28.8,17.7,52.9,1013.8,124.2,226.3,16.6,0,0,,,Mumbai,0
08-11-2020,29.8,17.1,48,1013.6,106.1,218.2,17.2,0,0,,,Mumbai,0
09-11-2020,29,16.1,48.2,1013.2,85,223.6,13.5,0,0,,,Mumbai,0
10-11-2020,28.1,15.3,48.7,1011.2,139.4,223.4,18.7,0,0,,,Mumbai,0
11-11-2020,27.4,12.2,41.5,1011.8,108.3,220.4,17.2,0,0,,,Mumbai,0
12-11-2020,28,13,40.9,1012.6,148.4,225.1,16.6,0,0,,,Mumbai,0
13-11-2020,28.4,18.7,56.9,1011.9,131.8,223.4,18.4,0,0,,,Mumbai,0
14-11-2020,29.5,20.9,61.3,1010.2,154.2,232.7,19.3,0,0,,,Mumbai,0
15-11-2020,29.7,22.3,65.4,1010.7,150.5,225.9,17.1,0,0,,,Mumbai,0
